amparo_legal,categoria,codigo_modalidade,codigo_tipo,contratante,data_assinatura,data_proposta_comercial,data_publicacao,fornecedor,id,informacao_complementar,justificativa_inativo,licitacao_numero,links,modalidade,num_parcelas,numero,objeto,processo,prorrogavel,receita_despesa,sistema_origem_licitacao,situacao,subcategoria,subtipo,tipo,unidade_compra,unidades_requisitantes,valor_acumulado,valor_global,valor_inicial,valor_parcela,vigencia_fim,vigencia_inicio
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-26,,2021-02-01,"{'cnpj_cpf_idgener': '09.015.014/0001-53', 'nome': 'SMART TURISMO COMUNICACAO E EVENTOS LTDA', 'tipo': 'JURIDICA'}",86771,,,00009/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/86771/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/86771/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/86771/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/86771/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/86771/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/86771/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/86771/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/86771/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/86771/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/86771/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/86771/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/86771/terceirizados'}",Pregão,1,00002/2021,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS PARA DECORAÇÃO, SOB DEMANDA, PARA PLANEJAMENTO, ORGANIZAÇÃO E FORNECIMENTO DE INFRAESTRUTURA NECESSÁRIA À REALIZAÇÃO DE EVENTOS A SEREM EXECUTADOS NAS DEPENDÊNCIAS DO COMANDO DO 7º DISTRITO NAVAL EM BRASÍLIA, ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL DO PREGÃO ELETRÔNICO Nº 09/2020.",62055.005442/2020-16,,Despesa,,Ativo,,,Contrato,787000,,"2.399.688,00","1.199.844,00","0,00","1.199.844,00",2024-01-25,2021-01-26
LEI 12.512 / 2011 - Artigo: 17,Compras,06,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-07-01,,2021-02-03,"{'cnpj_cpf_idgener': '21.271.706/0001-68', 'nome': 'COOPERATIVA MISTA DA AGRICULTURA FAMILIAR DO MEIO AMBIENTE E DA CULTURA DO BRASI', 'tipo': 'JURIDICA'}",87063,,,00001/2019,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87063/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87063/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87063/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87063/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87063/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87063/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87063/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87063/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87063/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87063/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87063/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87063/terceirizados'}",Dispensa,1,00055/2020,"FORNECIMENTO DE ALIMENTOS DE AGRICULTORES FAMILIARES E DEMAIS BENEFICIÁRIOS QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI Nº 11.326/2006, POR MEIO DA MODALIDADE COMPRA INSTITUCIONAL, DO PROGRAMA DE AQUISIÇÃO DE ALIMENTOS – PAA, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS.",62055.001658/2019-79,,Despesa,,Ativo,,,Contrato,787000,,"593.924,00","296.962,00","7.470,00","296.962,00",2022-07-01,2020-07-01
LEI 10.520 / 2002 - Artigo: 1,Compras,05,98,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-09-16,,2021-02-04,"{'cnpj_cpf_idgener': '11.020.389/0001-53', 'nome': 'MAM RIBEIRO COMERCIO DE ALIMENTOS', 'tipo': 'JURIDICA'}",87109,,,00006/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87109/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87109/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87109/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87109/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87109/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87109/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87109/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87109/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87109/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87109/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87109/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87109/terceirizados'}",Pregão,1,00069/2020,"REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE HORTIFRÚTIS E DERIVADOS, A FIM DE ATENDER NECESSIDADES DAS ORGANIZAÇÕES MILITARES (OM) SEDIADAS EM BRASÍLIA, SUBORDINADAS AO COMANDO DO 7º DISTRITO NAVAL.",62055.001084/2020-72,,Despesa,,Ativo,,ATA DE REGISTRO DE PREÇOS,Outros,787000,"711000, 787200, 787700, 787900 e 787400.","819.476,64","819.476,64","33.633,40","819.476,64",2021-09-16,2020-09-16
LEI 10.520 / 2002 - Artigo: 1,Compras,05,98,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-09-16,,2020-02-04,"{'cnpj_cpf_idgener': '04.041.085/0001-07', 'nome': 'NARA COMERCIAL DE ALIMENTOS LTDA', 'tipo': 'JURIDICA'}",87427,,,00006/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87427/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87427/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87427/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87427/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87427/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87427/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87427/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87427/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87427/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87427/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87427/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87427/terceirizados'}",Pregão,1,00066/2020,"REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE HORTIFRÚTIS E DERIVADOS, A FIM DE ATENDER NECESSIDADES DAS ORGANIZAÇÕES MILITARES (OM) SEDIADAS EM BRASÍLIA, SUBORDINADAS AO COMANDO DO 7º DISTRITO NAVAL.",62055.001084/2020-72,,Despesa,,Ativo,,ATA DE REGISTRO DE PREÇO,Outros,787000,"711000,  787200, 787700, 787900 E 787400","2.961.467,13","2.961.467,13","0,00","2.961.467,13",2021-09-16,2020-09-16
LEI 10.520 / 2002 - Artigo: 1,Compras,05,98,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-09-16,,2020-09-22,"{'cnpj_cpf_idgener': '00.354.138/0001-99', 'nome': 'FINO SABOR INDUSTRIA E COMERCIO LTDA', 'tipo': 'JURIDICA'}",87628,,,00006/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87628/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87628/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87628/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87628/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87628/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87628/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87628/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87628/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87628/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87628/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87628/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87628/terceirizados'}",Pregão,1,00063/2020,A PRESENTE ATA TEM POR OBJETIVO O REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE HORTIFRÚTIS E DERIVADOS.,62055.001084/2020-72,,Despesa,,Ativo,,,Outros,787000,"787200, 787700, 787900 E 787400","45.570,00","45.570,00","0,00","45.570,00",2021-09-16,2020-09-16
LEI 10.520 / 2002 - Artigo: 1,Compras,05,98,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-09-16,,2021-02-04,"{'cnpj_cpf_idgener': '02.141.407/0001-64', 'nome': ""Q' DOCE SABOR - COMERCIO DE DOCES LTDA"", 'tipo': 'JURIDICA'}",87709,,,00006/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87709/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87709/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87709/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87709/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87709/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87709/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87709/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87709/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87709/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87709/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87709/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87709/terceirizados'}",Pregão,1,00064/2020,"REGISTRO DE PREÇOS PARA EVENTUAL AQUISIÇÃO DE HORTIFRÚTIS E DERIVADOS, A FIM DE ATENDER NECESSIDADES DAS ORGANIZAÇÕES MILITARES (OM) SEDIADAS EM BRASÍLIA, SUBORDINADAS AO COMANDO DO 7º DISTRITO NAVAL.",62055.001084/2020-72,,Despesa,,Ativo,,ATA DE REGISTRO DE PREÇOS,Outros,787000,"711000, 787200, 787700, 787900 e 787400.","27.885,75","27.885,75","0,00","27.885,75",2021-09-16,2020-09-16
LEI 8.666 / 1993 - Artigo: 25,Serviços,07,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-02-03,,2021-02-05,"{'cnpj_cpf_idgener': '40.432.544/0001-47', 'nome': 'CLARO S.A.', 'tipo': 'JURIDICA'}",87980,,,00001/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/87980/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/87980/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/87980/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/87980/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/87980/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/87980/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/87980/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/87980/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/87980/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/87980/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/87980/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/87980/terceirizados'}",Inexigibilidade,1,00004/2021,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA PRESTAÇÃO DE SERVIÇOS DE COMUNICAÇÕES DE DADOS PARA A CAPITANIA FLUVIAL DE GOIÁS (CFGO), NA VELOCIDADE DE 8MBPS, UTILIZANDO A TECNOLOGIA MPLS, OBJETIVANDO A INTEGRAÇÃO DA OM COM A REDE DE COMUNICAÇÕES INTEGRADAS (RECIM), QUE ESTÁ DISTRIBUÍDA EM TODO TERRITÓRIO NACIONAL, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO PROJETO BÁSICO.",62055.005059/2020-51,,Despesa,,Ativo,,,Contrato,787000,,"97.433,20","97.433,20","97.433,20","97.433,20",2023-08-03,2021-02-03
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2020-01-31,,2021-02-09,"{'cnpj_cpf_idgener': '06.064.175/0001-49', 'nome': 'AIRES TURISMO LTDA', 'tipo': 'JURIDICA'}",88625,,,00020/2019,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/88625/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/88625/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/88625/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/88625/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/88625/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/88625/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/88625/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/88625/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/88625/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/88625/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/88625/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/88625/terceirizados'}",Pregão,1,00029/2020,"CONTRATAÇÃO DE EMPRESA ESPECIALIZADA POR INTERMÉDIO DE AGÊNCIA DE VIAGENS, PARA COTAÇÃO, RESERVAS, EMISSÃO, MARCAÇÃO, REMARCAÇÃO, CANCELAMENTO, SOLICITAÇÕES DE REEMBOLSO E FORNECIMENTO DE PASSAGENS AÉREAS NACIONAIS E INTERNACIONAIS, POR MEIO DE ATENDIMENTO REMOTO (E-MAIL, TELEFONE, OU SISTEMA INFORMATIZADO) E DE POSTO AVANÇADO DE ATENDIMENTO DA CONTRATADA A SER INSTALADA NAS DEPENDÊNCIAS DO COMANDO DO 7º DISTRITO NAVAL (COM7DN), CONFORME CONDIÇÕES, QUANTIDADES, EXIGÊNCIAS E ESTIMATIVAS ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL DO PREGÃO ELETRÔNICO Nº 20/2019.",62055.007306/2019-27,,Despesa,,Ativo,,,Contrato,787000,,"24.165.556,80","8.055.185,60","8.055.185,60","8.055.185,60",2022-07-30,2020-01-31
LEI 10.520 / 2002 - Artigo: 1,Informática (TIC),05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '749000', 'nome': 'DIR. DE COMUNIC. E TECNOLOGIA DA INF. MARINHA', 'nome_resumido': 'DCTIM', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2018-10-30,,2021-02-11,"{'cnpj_cpf_idgener': '09.520.219/0001-96', 'nome': 'WIRELESS COMM SERVICES LTDA', 'tipo': 'JURIDICA'}",89246,,,00005/2018,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/89246/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/89246/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/89246/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/89246/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/89246/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/89246/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/89246/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/89246/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/89246/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/89246/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/89246/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/89246/terceirizados'}",Pregão,30,00065/2018,"CONTRATAÇÃO DE PROVEDOR COMERCIAL DE SERVIÇOS DE ACESSO À INTERNET PARA AS ORGANIZAÇÕES MILITARES (OM) DOS GRANDES COMPLEXOS NACIONAIS DA MARINHA DO BRASIL (MB) / LINHA PRIVATIVA DE COMUNICAÇÕES DE DADOS (LPCD) ENTRE OS COMPLEXOS DA MB NO RIO DE JANEIRO E BRASÍLIA, QUE SERÃO PRESTADOS NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA, ANEXO DO EDITAL DO PREGÃO Nº 05/2018 DA DCTIM.",62055.006486/2018-49,,Despesa,,Ativo,,,Contrato,787000,,"72.000,00","36.000,00","0,00","1.200,00",2023-10-29,2018-10-30
LEI 10.520 / 2002 - Artigo: 1,Serviços,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '787000', 'nome': 'COMANDO DO 7.DN', 'nome_resumido': 'COM7DN', 'sisg': 'Não', 'utiliza_antecipagov': 'Não', 'utiliza_siafi': 'Sim'}}}",2019-08-20,,2021-02-11,"{'cnpj_cpf_idgener': '40.432.544/0001-47', 'nome': 'CLARO S.A.', 'tipo': 'JURIDICA'}",89302,,,00004/2019,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/89302/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/89302/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/89302/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/89302/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/89302/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/89302/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/89302/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/89302/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/89302/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/89302/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/89302/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/89302/terceirizados'}",Pregão,24,00040/2019,"CONTRATAÇÃO DE EMPRESA DE PRESTAÇÃO DE SERVIÇO MÓVEL PESSOAL (SMP) NAS MODALIDADES LOCAL, LONGA DISTÂNCIA NACIONAL (LDN) E INTERNACIONAL (LDI), A SER EXECUTADO DE FORMA CONTÍNUA, PARA O ATENDIMENTO DAS NECESSIDADES DAS ORGANIZAÇÕES DA MARINHA DO BRASIL INTEGRANTES DO COMANDO 7º DISTRITO NAVAL, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NO EDITAL E SEUS ANEXOS.",62055.000180/2019-60,Sim,Despesa,,Ativo,,,Contrato,787000,,"458.742,72","229.371,36","229.371,36","9.557,14",2023-08-19,2019-08-20
