amparo_legal,categoria,codigo_modalidade,codigo_tipo,contratante,data_assinatura,data_proposta_comercial,data_publicacao,fornecedor,id,informacao_complementar,justificativa_inativo,licitacao_numero,links,modalidade,num_parcelas,numero,objeto,processo,prorrogavel,receita_despesa,sistema_origem_licitacao,situacao,subcategoria,subtipo,tipo,unidade_compra,unidades_requisitantes,valor_acumulado,valor_global,valor_inicial,valor_parcela,vigencia_fim,vigencia_inicio
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-01-26,"{'cnpj_cpf_idgener': '37.145.968/0001-16', 'nome': 'JVC INDUSTRIA COMERCIO ATACADO LOGISTICA E DISTRIBUICAO DE ALIMENTOS LTDA', 'tipo': 'JURIDICA'}",85291,,,00058/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/85291/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/85291/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/85291/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/85291/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/85291/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/85291/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/85291/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/85291/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/85291/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/85291/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/85291/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/85291/terceirizados'}",Pregão,1,01300/2021,AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,63342.000290/2020-92,,Despesa,,Ativo,,,Contrato,771300,,"3.735.133,40","3.735.133,40","0,00","3.735.133,40",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-03-24,,2021-04-27,"{'cnpj_cpf_idgener': '21.380.013/0001-03', 'nome': 'FAVORITA COMERCIO E SERVICOS LTDA', 'tipo': 'JURIDICA'}",99240,,,00055/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/99240/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/99240/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/99240/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/99240/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/99240/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/99240/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/99240/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/99240/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/99240/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/99240/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/99240/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/99240/terceirizados'}",Pregão,1,00100/2021,"AQUISIÇÃO DE VIATURAS DE SERVIÇOS ESPECIAIS, A FIM DE SUPRIR A POLÍTICA DE NECESSIDADES DOS VEÍCULOS ESTABELECIDA PELA DIRETORIA DE ABASTECIMENTO DA MARINHA (DABM), VISANDO TAMBÉM À MANUTENÇÃO E O ATENDIMENTO ÀS ORGANIZAÇÕES MILITARES (OM) ATENDIDAS PELOS COMANDOS REDISTRIBUIDORES (COMARE) E PELA PRÓPRIA DIRETORIA DE ABASTECIMENTO DA MARINHA",63342.000054/2020-76,,Despesa,,Ativo,,,Contrato,771300,,"294.000,00","294.000,00","294.000,00","294.000,00",2022-01-14,2021-03-24
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-12-14,,2022-02-15,"{'cnpj_cpf_idgener': '34.274.233/0001-02', 'nome': 'VIBRA ENERGIA S.A', 'tipo': 'JURIDICA'}",99241,,,00096/2021,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/99241/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/99241/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/99241/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/99241/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/99241/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/99241/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/99241/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/99241/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/99241/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/99241/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/99241/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/99241/terceirizados'}",Pregão,1,00200/2021,AQUISIÇÃO DE ÓLEO COMBUSTÍVEL,63342.000703/2021-10,Não,Despesa,,Ativo,,,Contrato,771300,,"6.596.000,00","6.596.000,00","6.596.000,00","6.596.000,00",2022-12-14,2021-12-14
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-05-20,"{'cnpj_cpf_idgener': '03.470.727/0016-07', 'nome': 'FORD MOTOR COMPANY BRASIL LTDA', 'tipo': 'JURIDICA'}",102372,,,00054/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/102372/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/102372/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/102372/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/102372/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/102372/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/102372/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/102372/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/102372/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/102372/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/102372/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/102372/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/102372/terceirizados'}",Pregão,1,00400/2021,"1.1. O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE VIATURAS DE SERVIÇOS ESPECIAIS, A FIM DE SUPRIR A POLÍTICA DE NECESSIDADES DOS VEÍCULOS ESTABELECIDA PELA DIRETORIA DE ABASTECIMENTO DA MARINHA (DABM), VISANDO TAMBÉM À MANUTENÇÃO E O ATENDIMENTO ÀS ORGANIZAÇÕES MILITARES (OM) ATENDIDAS PELOS COMANDOS REDISTRIBUIDORES (COMARE) E PELA PRÓPRIA DIRETORIA DE ABASTECIMENTO DA MARINHA, CONFORME ESPECIFICAÇÕES E QUANTITATIVOS ESTABELECIDOS NO EDITAL DO PREGÃO.",63342.000055/2020-11,,Despesa,,Ativo,,,Contrato,771300,,"349.300,00","349.300,00","349.300,00","349.300,00",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-06-04,"{'cnpj_cpf_idgener': '16.701.716/0001-56', 'nome': 'FCA FIAT CHRYSLER AUTOMOVEIS BRASIL LTDA.', 'tipo': 'JURIDICA'}",103709,,,00107/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103709/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103709/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103709/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103709/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103709/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103709/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103709/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103709/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103709/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103709/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103709/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103709/terceirizados'}",Pregão,1,00500/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE VEÍCULOS DE SERVIÇOS ESPECIAIS, A FIM DE SUPRIR A POLÍTICA DE NECESSIDADES DOS VEÍCULOS ESTABELECIDA PELA DIRETORIA DE ABASTECIMENTO DA MARINHA (DABM), VISANDO TAMBÉM À MANUTENÇÃO E O ATENDIMENTO ÀS ORGANIZAÇÕES MILITARES (OM) ATENDIDAS PELOS COMANDOS REDISTRIBUIDORES (COMARE) E PELA PRÓPRIA DIRETORIA DE ABASTECIMENTO DA MARINHA.",63342.000556/2020-05,,Despesa,,Ativo,,,Contrato,771300,,"430.000,00","430.000,00","430.000,00","430.000,00",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-06-04,"{'cnpj_cpf_idgener': '06.951.656/0001-76', 'nome': 'ELYSIUM INC. NEGOCIOS LTDA', 'tipo': 'JURIDICA'}",103710,,,00054/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103710/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103710/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103710/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103710/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103710/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103710/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103710/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103710/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103710/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103710/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103710/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103710/terceirizados'}",Pregão,1,00600/2021,"O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE VEÍCULOS ( CAMINHONETE ), A FIM DE SUPRIR A POLÍTICA DE NECESSIDADES DOS VEÍCULOS ESTABELECIDA PELA DIRETORIA DE ABASTECIMENTO DA MARINHA (DABM), VISANDO TAMBÉM À MANUTENÇÃO E O ATENDIMENTO ÀS ORGANIZAÇÕES MILITARES (OM) ATENDIDAS PELOS COMANDOS REDISTRIBUIDORES (COMARE) E PELA PRÓPRIA DIRETORIA DE ABASTECIMENTO DA MARINHA.",63342.000055/2020-11,,Despesa,,Ativo,,,Contrato,771300,,"279.580,00","279.580,00","279.580,00","279.580,00",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-06-04,"{'cnpj_cpf_idgener': '01.920.177/0001-79', 'nome': 'COMERCIAL MILANO BRASIL LTDA', 'tipo': 'JURIDICA'}",103725,,,00101/2019,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103725/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103725/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103725/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103725/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103725/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103725/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103725/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103725/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103725/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103725/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103725/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103725/terceirizados'}",Pregão,1,00800/2021,O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS.,63342.000679/2019-58,,Despesa,,Ativo,,,Contrato,771300,,"1.281.969,14","1.281.969,14","1.281.969,14","1.281.969,14",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-06-04,"{'cnpj_cpf_idgener': '39.787.056/0023-89', 'nome': 'TANGARA IMPORTADORA E EXPORTADORA SA', 'tipo': 'JURIDICA'}",103727,,,00161/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103727/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103727/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103727/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103727/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103727/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103727/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103727/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103727/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103727/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103727/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103727/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103727/terceirizados'}",Pregão,1,00900/2021,O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,63342.001292/2020-07,,Despesa,,Ativo,,,Contrato,771300,,"1.538.867,00","1.538.867,00","1.538.867,00","1.538.867,00",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-08,,2021-06-04,"{'cnpj_cpf_idgener': '01.920.177/0001-79', 'nome': 'COMERCIAL MILANO BRASIL LTDA', 'tipo': 'JURIDICA'}",103731,,,00057/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103731/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103731/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103731/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103731/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103731/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103731/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103731/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103731/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103731/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103731/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103731/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103731/terceirizados'}",Pregão,1,01000/2021,O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS,63342.000435/2020-55,,Despesa,,Ativo,,,Contrato,771300,,"752.614,29","752.614,29","752.614,29","752.614,29",2022-01-08,2021-01-08
LEI 10.520 / 2002 - Artigo: 1,Compras,05,50,"{'orgao': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}, 'orgao_origem': {'codigo': '52131', 'nome': 'COMANDO DA MARINHA', 'unidade_gestora_origem': {'codigo': '771300', 'nome': 'CENTRO DE OBTENCAO DA MARINHA NO R.J.', 'nome_resumido': 'COMRJ', 'sisg': 'Não', 'utiliza_siafi': 'Sim'}}}",2021-01-14,,2021-06-04,"{'cnpj_cpf_idgener': '02.916.265/0011-31', 'nome': 'JBS S/A', 'tipo': 'JURIDICA'}",103739,,,00058/2020,"{'arquivos': 'https://contratos.comprasnet.gov.br/api/contrato/103739/arquivos', 'cronograma': 'https://contratos.comprasnet.gov.br/api/contrato/103739/cronograma', 'despesas_acessorias': 'https://contratos.comprasnet.gov.br/api/contrato/103739/despesas_acessorias', 'empenhos': 'https://contratos.comprasnet.gov.br/api/contrato/103739/empenhos', 'faturas': 'https://contratos.comprasnet.gov.br/api/contrato/103739/faturas', 'garantias': 'https://contratos.comprasnet.gov.br/api/contrato/103739/garantias', 'historico': 'https://contratos.comprasnet.gov.br/api/contrato/103739/historico', 'itens': 'https://contratos.comprasnet.gov.br/api/contrato/103739/itens', 'ocorrencias': 'https://contratos.comprasnet.gov.br/api/contrato/103739/ocorrencias', 'prepostos': 'https://contratos.comprasnet.gov.br/api/contrato/103739/prepostos', 'responsaveis': 'https://contratos.comprasnet.gov.br/api/contrato/103739/responsaveis', 'terceirizados': 'https://contratos.comprasnet.gov.br/api/contrato/103739/terceirizados'}",Pregão,1,01100/2021,O OBJETO DO PRESENTE TERMO DE CONTRATO É A AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS.,63342.000290/2020-92,,Despesa,,Ativo,,,Contrato,771300,,"1.529.432,88","1.529.432,88","1.529.432,88","1.529.432,88",2022-01-14,2021-01-14
